订单号,db_name,prob,score
1020211227102419000001455,1,0.04539709723791923,775
1020211227153744000001756,1,0.2895104139446482,651
1020211228005639000002040,1,0.09459799713738509,730
1020211228085551000002187,1,0.0923086896220901,731
1020211228103248000002273,1,0.5149879979648643,596
1020211228104547000002283,1,0.08302796009833707,738
1020211229094421000003062,1,0.7405741647288858,539
1020211229095216000003074,1,0.04288635109714791,779
1020211229095508000003075,1,0.3732823942028663,629
1020211229100334000003079,1,0.26460304565546516,658
1020211229152032000003377,1,0.5554033014165977,587
1020211230065233000003754,1,0.46979364033183035,606
1020211230070122000003758,1,0.48202100659331887,604
1020211230123111000004019,1,0.5814778578595002,581
1020211230124936000004287,1,0.4715991135641178,606
1020211230125043000004298,1,0.02509348545569104,811
1020211230125657000004355,1,0.667185306057022,559
1020211230162159000005030,1,0.08696434133220997,735
1020211231150700000005437,1,0.524144143914125,594
1020220101095408000005735,1,0.06997298345813535,749
1020220101094640000005682,1,0.16691445721935252,692
1020220101094857000005694,1,0.03817849666059956,786
1020220101100648000005853,1,0.05861069472819094,760
1020220101100545000005835,1,0.03454473470864026,792
1020220101101243000005879,1,0.021390453188815103,820
1020220101102758000005963,1,0.651402404293059,563
1020220101102257000005939,1,0.3053515961234479,647
1020220101104705000006100,1,0.01155957011351288,856
1020220101105407000006130,1,0.6852966317582397,555
1020220101105839000006147,1,0.5874182404149523,579
1020220101104800000006104,1,0.021429920947407255,820
1020220101104345000006079,1,0.041531682058792825,781
1020220102050355000006333,1,0.6189364901882708,572
1020220102053229000006502,1,0.465651299149314,607
1020220102061251000006676,1,0.2070839459135397,677
1020220102065129000006773,1,0.05018321295927789,769
1020220102062525000006702,1,0.6470077804295583,565
1020220102064247000006753,1,0.5941273538277957,578
1020220102065902000006796,1,0.1061337317110012,722
1020220102064922000006767,1,0.41000221883258386,621
1020220102072354000006853,1,0.012083908333801546,854
1020220102071706000006832,1,0.033661985238618276,793
1020220102080731000007003,1,0.3518758336947226,635
1020220102055517000006619,1,0.36521371644832684,631
1020220102065602000006789,1,0.1158344796107154,717
1020220102061055000006672,1,0.4411637676901184,613
1020220102061706000006686,1,0.6779561415049885,557
1020220102072543000006859,1,0.44397598819450046,612
1020220102081904000007049,1,0.06791875608101386,751
1020220102085428000007167,1,0.6285663361658509,569
1020220102071210000006826,1,0.48229547131533096,604
1020220102080220000006979,1,0.5371694840920925,591
1020220102111449000007249,1,0.2941222613145856,650
1020220102084633000007114,1,0.2614982088531748,659
1020220103051629000007552,1,0.05551194514603728,763
1020220103053003000007616,1,0.06594627681349916,752
1020220103063056000007824,1,0.02463726982523637,812
1020220103054042000007668,1,0.053405147254059114,765
1020220103054234000007676,1,0.6040536168285794,575
1020220103060227000007774,1,0.5235905964217119,594
1020220103073605000007973,1,0.5366246650938787,591
1020220103054015000007666,1,0.12044774827746259,714
1020220103061615000007791,1,0.11347293959117943,718
1020220103072521000007955,1,0.17577455229696293,689
1020220103063359000007838,1,0.4949444989206613,601
1020220103062841000007817,1,0.013292464459769665,848
1020220103074954000008010,1,0.4275608358456952,616
1020220103063959000007848,1,0.07526648271461862,744
1020220103065007000007873,1,0.0025400445257262364,944
1020220103074127000007985,1,0.29035136095170055,651
1020220103074727000008006,1,0.018991532335861386,827
1020220103073258000007970,1,0.21926631713221653,673
1020220103095656000008364,1,0.38742030859033333,626
1020220103071359000007931,1,0.41353557921724926,620
1020220103084017000008100,1,0.044501149764178856,776
1020220103083111000008085,1,0.49771813682021265,600
1020220103084534000008119,1,0.369567160593105,630
1020220103095805000008368,1,0.27707134916742354,655
1020220103081019000008042,1,0.01191204411436704,854
1020220103100120000008376,1,0.055080172386333615,764
1020220103084110000008103,1,0.021252248463075954,821
1020220103092615000008235,1,0.4066879568622723,621
1020220103091031000008167,1,0.012245408556568492,853
1020220103092608000008234,1,0.27133684403562847,657
1020220103093240000008256,1,0.568650117189808,584
1020220104053757000008821,1,0.5100388333093341,597
1020220104053838000008826,1,0.01053154762449777,862
1020220104051353000008673,1,0.16870769585328227,692
1020220104061321000008952,1,0.44019671050978654,613
1020220104053024000008765,1,0.39087173998705343,625
1020220104053115000008771,1,0.010424623862059654,862
1020220104060750000008944,1,0.4005940667024049,623
1020220104055250000008890,1,0.4107424713150854,620
1020220104061829000008965,1,0.0016446985419645932,969
1020220104065803000009071,1,0.5836711659858871,580
1020220104072237000009109,1,0.023758057437649343,814
1020220104060149000008930,1,0.18450942161214312,685
1020220104060737000008942,1,0.16751279987224413,692
1020220104061201000008949,1,0.5132445925663336,596
1020220104071946000009106,1,0.6548672266217258,563
1020220104090314000009319,1,0.3750492911529693,629
1020220104091704000009347,1,0.5963728334755684,577
1020220104063634000009013,1,0.4046739460391728,622
1020220104065135000009055,1,0.031754819432658954,797
1020220104095329000009475,1,0.05301611858343603,766
1020220104095238000009472,1,0.38324777071245286,627
1020220104104605000009556,1,0.5126790316466504,597
1020220104064143000009029,1,0.0874643458757046,735
1020220104082244000009221,1,0.6674018428016649,559
1020220104082343000009225,1,0.43655016808060076,614
1020220104082515000009229,1,0.16410032292909071,693
1020220104095919000009486,1,0.649776065298826,564
1020220104085953000009312,1,0.42977787944691354,616
1020220104141351000009780,1,0.29198144598676845,651
1020220104162504000009968,1,0.5943692134751816,577
1020220104200936000010218,1,0.24989208971898777,663
1020220105052348000010604,1,0.5783008188145824,581
1020220104230002000010355,1,0.055543930978691924,763
1020220105051856000010582,1,0.04149036683903887,781
1020220105051733000010577,1,0.08693011272055047,735
1020220105090833000011192,1,0.015742693314726344,838
1020220105051124000010537,1,0.3857061538967081,626
1020220105085108000011140,1,0.518056122517928,595
1020220105091107000011202,1,0.5209551844499488,595
1020220105062700000010818,1,0.02943725409669831,801
1020220105091356000011207,1,0.7003056711901477,551
1020220105064147000010845,1,0.7493979863140746,536
1020220105090113000011167,1,0.15202870472072857,699
1020220105084333000011117,1,0.6579033181269902,562
1020220105095707000011377,1,0.39727698470295136,624
1020220105095942000011386,1,0.2964824871041369,649
1020220105103128000011480,1,0.07780470395842286,742
1020220105094533000011340,1,0.6231082984119829,570
1020220105093738000011286,1,0.5014895129162628,599
1020220105064748000010857,1,0.09974332967469902,726
1020220105101834000011453,1,0.4378097448769552,614
1020220105104435000011557,1,0.014384465403366286,843
1020220105104459000011560,1,0.08104169132789145,740
1020220105090305000011170,1,0.41117277210501846,620
1020220105094028000011326,1,0.20502308529585336,678
1020220105095605000011375,1,0.12197402138347213,713
1020220105073856000010983,1,0.41639106014117916,619
1020220105082508000011070,1,0.02018384786671312,824
1020220105103509000011488,1,0.08681536449507764,735
1020220105104232000011553,1,0.614663607537883,573
1020220105105739000011587,1,0.5164191096878724,596
1020220105152008000011795,1,0.39691229725342375,624
1020220105151345000011784,1,0.25199544221056064,662
1020220105163309000011856,1,0.043940698955261225,777
1020220105170219000011872,1,0.21488348263961318,674
1020220105203727000011994,1,0.29233485321067015,651
1020220106051305000012203,1,0.045555522084752074,775
1020220106055322000012390,1,0.4522906542094682,611
1020220106061755000012447,1,0.62665472943992,570
1020220106051733000012226,1,0.8339211473135277,506
1020220106053128000012278,1,0.6656998147369108,560
1020220106071432000012585,1,0.772429368160116,529
1020220106071828000012593,1,0.1878392736681392,684
1020220106072427000012602,1,0.44163442371418205,613
1020220106063143000012481,1,0.515737166685916,596
1020220106081554000012703,1,0.31611948400606427,644
1020220106063154000012482,1,0.4207907841287896,618
1020220106083403000012731,1,0.5036614043340805,599
1020220106063220000012483,1,0.41817860057535317,619
1020220106063257000012484,1,0.45933571998303985,609
1020220106061102000012436,1,0.4851209792007695,603
1020220106064133000012507,1,0.048348521436757545,771
1020220106070210000012569,1,0.11729630821258069,716
1020220106065229000012541,1,0.47543113351780236,605
1020220106080323000012680,1,0.0028385707945803446,938
1020220106090317000012794,1,0.7967059191350585,521
1020220106093544000012907,1,0.06968249352947685,749
1020220106091825000012852,1,0.05044262775630409,769
1020220106101304000013035,1,0.3688778365846019,630
1020220106094808000012943,1,0.4489173569020229,611
1020220106085320000012760,1,0.29390526277527745,650
1020220106102803000013064,1,0.5008332931831778,599
1020220106093403000012901,1,0.16829766802845406,692
1020220106124827000013241,1,0.5270585766593846,593
1020220106114653000013201,1,0.19478612119657016,681
1020220106100421000013012,1,0.43740123225375727,614
1020220106151429000013368,1,0.19163669909914768,683
1020220106153620000013388,1,0.4441294302709779,612
1020220106170743000013468,1,0.03482847113588563,791
1020220106211802000013618,1,0.40643703575159895,621
1020220107050457000013784,1,0.5460919359876965,589
1020220107055814000014079,1,0.027454398264976126,805
1020220107051145000013830,1,0.14838494567824753,700
1020220107051241000013837,1,0.14402925011027853,702
1020220107051557000013857,1,0.0063150489589487825,891
1020220107064238000014172,1,0.4556280294829603,610
1020220107052014000013890,1,0.10551374113402212,723
1020220107063110000014143,1,0.5941769282285311,577
1020220107063354000014151,1,0.4697413470242226,606
1020220107054227000014011,1,0.5479744396498819,588
1020220107053724000013984,1,0.05218330562772804,767
1020220107073318000014305,1,0.3831835400935834,627
1020220107075945000014370,1,0.47915168245862,604
1020220107063820000014160,1,0.0018809830828443559,962
1020220107055918000014084,1,0.6584987996236885,562
1020220107065743000014223,1,0.4183688079882519,619
1020220107060727000014094,1,0.006195821556165953,893
1020220107065135000014203,1,0.32259981853181147,642
1020220107065831000014225,1,0.39581832641433917,624
1020220107082810000014411,1,0.3249590285557042,642
1020220107092045000014519,1,0.27330871062869727,656
1020220107073227000014304,1,0.24383206363456647,665
1020220107071059000014261,1,0.4226296876400079,618
1020220107103516000014736,1,0.5430675983944804,590
1020220107074946000014347,1,0.6643685363082706,560
1020220107104816000014758,1,0.040549864159961514,782
1020220107104327000014747,1,0.19629135357019356,681
1020220107104315000014746,1,0.16244229378280747,694
1020220107105620000014811,1,0.523009075281912,594
1020220107105425000014809,1,0.099860004907317,726
1020220107091800000014515,1,0.6563874576425295,562
1020220107094001000014611,1,0.1761873202813988,689
1020220107160006000015022,1,0.44880495708655155,611
1020220107190455000015132,1,0.3978530690396694,623
1020220108052433000015395,1,0.024771664654071338,811
1020220108050356000015295,1,0.0388763416873299,785
