订单号,db_name,prob,score
1020220510195305000223853,4,0.19321708086714506,682
1020220510213415000223912,4,0.36819006796108383,631
1020220510213658000223916,4,0.7057601400134299,549
1020220510224949000223972,4,0.546938687970576,589
1020220511020901000224034,4,0.8454664079364537,501
1020220511081928000224175,4,0.5858385332029986,579
1020220511062817000224090,4,0.7263352654958138,543
1020220510232613000223986,4,0.6515571000653283,563
1020220511054107000224074,4,0.4438917233117685,613
1020220511063209000224095,4,0.6113193491151995,573
1020220511070022000224116,4,0.6179707802208053,572
1020220511085200000224202,4,0.6240299685824344,570
1020220511073420000224138,4,0.6800260661881632,556
1020220511092945000224238,4,0.34781874658556844,636
1020220511093650000224248,4,0.49548287222387427,601
1020220511094841000224264,4,0.5883431927324193,579
1020220511095337000224270,4,0.266422025857826,658
1020220511075952000224155,4,0.2711285350248723,657
1020220511110432000224355,4,0.19728568169895544,680
1020220511105312000224341,4,0.5150611511531018,596
1020220511113901000224393,4,0.46826432715329075,607
1020220511115724000224410,4,0.3051845343899508,647
1020220511120436000224423,4,0.6507111717356113,564
1020220511115731000224411,4,0.45392215506209316,610
1020220511121044000224429,4,0.5081356815856564,598
1020220511124832000224472,4,0.43373230265554685,615
1020220511125344000224476,4,0.47774374259027147,605
1020220511131840000224504,4,0.534491441476083,592
1020220511145436000224637,4,0.49161073216446777,601
1020220511151639000224663,4,0.26088681643150197,660
1020220511152113000224670,4,0.4699475021125174,606
1020220511160032000224719,4,0.3746154729590227,629
1020220511160344000224722,4,0.5834812134349204,580
1020220511162528000224743,4,0.2154731671923533,674
1020220511162924000224749,4,0.6537107330594782,563
1020220511172418000224794,4,0.5103255581662974,597
1020220511173227000224801,4,0.6515685104848429,563
1020220511174209000224814,4,0.1325381999017099,708
1020220511174831000224822,4,0.5015338569511806,599
1020220511173832000224807,4,0.6405907360986661,566
1020220511182424000224860,4,0.46983666403421503,606
1020220511203326000224998,4,0.6067423334987598,574
1020220512080330000225292,4,0.1913059067781835,683
1020220512082647000225311,4,0.7401819165928821,539
1020220511184022000224885,4,0.3053040117225576,647
1020220511183752000224881,4,0.6517735911263758,563
1020220512082916000225313,4,0.23384288487479718,668
1020220511190203000224908,4,0.36124249342004733,632
1020220511204147000225006,4,0.2629635712013887,659
1020220511215907000225068,4,0.6698595432742785,559
1020220511220333000225072,4,0.53835822867796,591
1020220512083853000225320,4,0.7446443218574202,538
1020220512090637000225342,4,0.6924693299079118,553
1020220511224701000225097,4,0.3782449669962313,628
1020220511233611000225128,4,0.6497004680050874,564
1020220512003517000225147,4,0.3760286351754813,629
1020220512004900000225153,4,0.6557125713594583,562
1020220512010302000225155,4,0.7033195600749244,550
1020220512072949000225266,4,0.17961046026349192,687
1020220512075208000225284,4,0.44054200496470086,613
1020220512090953000225346,4,0.7443222399605531,538
1020220512092017000225354,4,0.6025321537186085,575
1020220511211525000225035,4,0.5351810804235063,591
1020220512093653000225370,4,0.507842401212462,598
1020220512095347000225387,4,0.6735345857392262,558
1020220512095451000225390,4,0.5550093888174655,587
1020220512084245000225322,4,0.49044284861562604,602
1020220512124707000225609,4,0.8028982930635978,518
1020220512121559000225566,4,0.5839835027655812,580
1020220512125057000225616,4,0.5778273858926094,581
1020220512133703000225674,4,0.3416100615424244,637
1020220512140022000225700,4,0.5328734018143394,592
1020220512144000000225740,4,0.7471250536905153,537
1020220512144753000225755,4,0.6823775305911798,555
1020220512145724000225761,4,0.563701440744144,585
1020220512152104000225782,4,0.41915137077237663,618
1020220512122847000225578,4,0.8280966766685159,509
1020220512142040000225720,4,0.43189447237747397,615
1020220512153941000225804,4,0.8422545087924748,503
1020220512161651000225852,4,0.3164005355113011,644
1020220512171701000225912,4,0.7139358279606048,547
1020220512170629000225901,4,0.45074300257441663,611
1020220512171636000225911,4,0.6162155705871467,572
1020220512173815000225931,4,0.5212037684075064,595
1020220512181328000225965,4,0.7432418985738024,538
1020220512191438000226006,4,0.6184278512210929,572
1020220512203111000226078,4,0.6351922940046772,567
1020220512201440000226062,4,0.3950569764322113,624
1020220512210456000226111,4,0.5197500984632005,595
1020220512210516000226112,4,0.31696650902126716,644
1020220512204839000226091,4,0.24035813824685548,666
1020220512202727000226074,4,0.6659271372009141,560
1020220513003820000226372,4,0.27329757441647184,656
1020220512225133000226293,4,0.7745101767707038,528
1020220513014853000226393,4,0.5176287234614843,595
1020220512221341000226199,4,0.41964174918238156,618
1020220512230525000226313,4,0.707879827063781,548
1020220513002824000226369,4,0.3927570589379112,625
1020220513080040000226533,4,0.4566423581410258,610
1020220513055631000226446,4,0.5775447938835834,581
1020220513013812000226389,4,0.5493146597925618,588
1020220513035041000226415,4,0.4299560618097136,616
1020220513083741000226577,4,0.6823507784040107,555
1020220513083454000226573,4,0.7290398893784996,542
1020220513085610000226607,4,0.36816036003650043,631
1020220513031227000226411,4,0.6206905590028896,571
1020220513081318000226551,4,0.33743472866903623,638
1020220513084122000226583,4,0.4167513429078398,619
1020220513093331000226652,4,0.41201109989354884,620
1020220513095901000226696,4,0.7060347163271078,549
1020220513103037000226772,4,0.6312280106678054,568
1020220513110932000226864,4,0.6819344786763133,555
1020220513105520000226839,4,0.4205283396382568,618
1020220513111303000226871,4,0.4310960059465306,616
1020220513110825000226860,4,0.24594051336476178,664
1020220513113509000226927,4,0.6542051220314337,563
1020220513114346000226957,4,0.7706142136256119,530
1020220513115751000226990,4,0.2632569721772377,659
1020220513112300000226893,4,0.6179780638956315,572
1020220513123207000227047,4,0.6405426800118255,566
1020220513122743000227041,4,0.7048731150087105,549
1020220513124242000227067,4,0.625341683214862,570
1020220513123725000227057,4,0.4834182931012257,603
1020220513123646000227055,4,0.7286736124923953,542
1020220513120831000227002,4,0.5452216212641842,589
1020220513121356000227014,4,0.7179549300313067,546
1020220513124624000227073,4,0.5187629627623306,595
1020220513130007000227094,4,0.6050706747715225,575
1020220513134338000227167,4,0.5689550114039875,583
1020220513141052000227197,4,0.27131384368861283,657
1020220513142022000227216,4,0.3654372412286504,631
1020220513143131000227232,4,0.68061576441798,556
1020220513141632000227208,4,0.5721109410559708,583
1020220513144040000227245,4,0.4687436777968805,607
1020220513145230000227269,4,0.3906003322597826,625
1020220513144558000227254,4,0.4564028978801084,610
1020220513144916000227260,4,0.5588606458577603,586
1020220513152334000227323,4,0.33756439392257187,638
1020220513161202000227395,4,0.43689869018304167,614
1020220513155652000227374,4,0.504732013810529,598
1020220513165910000227472,4,0.8518743913196465,499
1020220513175125000227540,4,0.2684843700473867,657
1020220513183458000227586,4,0.7552062479394905,534
1020220513182412000227578,4,0.25286291793994,662
1020220513192555000227636,4,0.4368629392442527,614
1020220513192756000227640,4,0.37847268473807166,628
1020220513193247000227645,4,0.7581014880948906,534
1020220513202120000227684,4,0.5819348568162618,580
1020220513211240000227727,4,0.41120701892054806,620
1020220513204904000227707,4,0.4313933177292108,615
1020220514072618000228072,4,0.5294653641751736,593
1020220514015129000227893,4,0.49432410540454236,601
1020220513204325000227699,4,0.8625146708931992,494
1020220513221353000227789,4,0.6339147253301408,568
1020220513222526000227803,4,0.19737923038085023,680
1020220514063405000228009,4,0.7511444076663679,536
1020220513233437000227845,4,0.24021745437814843,666
1020220514050459000227947,4,0.4196440580075545,618
1020220513224707000227819,4,0.594726207567562,577
1020220514063453000228013,4,0.4960608612511075,600
1020220514074712000228095,4,0.7709267576537675,529
1020220514075030000228102,4,0.37900527352845453,628
1020220514070333000228049,4,0.6861807926999184,554
1020220514083612000228164,4,0.3323472400116913,640
1020220514084733000228185,4,0.6720664635559391,558
1020220514085216000228196,4,0.4730482807609895,606
1020220514070154000228047,4,0.2838909477129343,653
1020220514095425000228302,4,0.22232134034695716,672
1020220514100216000228313,4,0.4105622115348388,620
1020220514100334000228315,4,0.816599736963504,513
1020220514095306000228299,4,0.6557635828393177,562
1020220514101212000228337,4,0.604105787839552,575
1020220514104556000228391,4,0.2384618041892432,667
1020220514103555000228372,4,0.2598867432340443,660
1020220514104352000228386,4,0.43966063893196483,613
1020220514110542000228426,4,0.6020489707684251,576
1020220514125635000228606,4,0.29752721591104514,649
1020220514123929000228570,4,0.30565268064091883,647
1020220514134356000228666,4,0.5601540126709019,586
1020220514133936000228657,4,0.6415228630346629,566
1020220514134704000228669,4,0.8054350052396863,518
1020220514135258000228679,4,0.8347422828978069,506
1020220514144914000228771,4,0.5283586487144619,593
1020220514152714000228823,4,0.413054896166596,620
1020220514151713000228812,4,0.6334476839114339,568
1020220514160622000228886,4,0.698189799114938,551
1020220514162352000228905,4,0.42138538252991536,618
1020220514170204000228964,4,0.8021992155528087,519
1020220514170021000228962,4,0.514910491788677,596
1020220514181934000229042,4,0.6809670255240684,556
1020220514183536000229060,4,0.2888192034178509,652
1020220514190022000229083,4,0.33991830108890647,638
1020220514223622000229237,4,0.6072207488690337,574
1020220514233321000229274,4,0.6399172191487522,566
1020220514230649000229258,4,0.5777996886974993,581
1020220515070247000229409,4,0.6882353932496231,554
1020220515001124000229290,4,0.4853699275482512,603
1020220515084500000229477,4,0.37459980762627726,629
1020220515065855000229406,4,0.43216353058188,615
1020220515093459000229543,4,0.2949453372006244,650
1020220515102720000229599,4,0.39847603530477754,623
1020220515104723000229622,4,0.7527171331473812,535
1020220515105250000229629,4,0.6643137873088335,560
1020220515095108000229566,4,0.47358780447187954,606
1020220515113619000229678,4,0.5673485447471505,584
1020220515115635000229703,4,0.3721304287166239,630
1020220515123018000229739,4,0.6989696327116041,551
1020220515121458000229720,4,0.5899240798886619,579
1020220515134657000229821,4,0.47857845120928477,604
1020220515142050000229859,4,0.31390157150678494,645
1020220515145506000229898,4,0.5960804329277284,577
1020220515151249000229915,4,0.3551704122176236,634
1020220515172700000230070,4,0.4056743462366434,622
1020220515181511000230119,4,0.5579449002639855,586
1020220515191733000230163,4,0.6927694732398145,553
1020220516083354000230515,4,0.7674558167241473,531
1020220516081755000230499,4,0.6167069144526129,572
1020220515220428000230280,4,0.7954334582791266,521
1020220516012705000230358,4,0.5257025311405346,594
1020220516065933000230450,4,0.38710339663121046,626
1020220516061121000230430,4,0.42166538778282897,618
1020220516070243000230452,4,0.6476774838053115,564
1020220516001031000230338,4,0.3195908341198861,643
1020220516092459000230556,4,0.718190120015433,546
1020220516093403000230568,4,0.7614224538283242,533
1020220516094159000230576,4,0.6602679321400454,561
1020220516093827000230571,4,0.699495812184618,551
1020220516100102000230602,4,0.5049128604560026,598
1020220516104135000230650,4,0.2026616742290274,679
1020220516110236000230670,4,0.7158134603885373,546
1020220516102208000230628,4,0.3290442043204889,641
1020220516113014000230703,4,0.3388119118375823,638
1020220516125521000230790,4,0.30903230533738885,646
1020220516132417000230819,4,0.7631232281034962,532
1020220516134333000230839,4,0.40812553698365917,621
1020220516153245000230945,4,0.7031794618040088,550
1020220516164432000231012,4,0.6531236727622323,563
1020220516165817000231032,4,0.5120525476107703,597
1020220516173835000231083,4,0.36199087847616257,632
1020220516205735000231241,4,0.7178164583300978,546
1020220516211229000231257,4,0.641223045666254,566
1020220516215404000231304,4,0.4132890501676639,620
1020220516232515000231388,4,0.5483174545183843,588
1020220517041523000231528,4,0.6594247862999422,561
1020220517051530000231543,4,0.760240354243875,533
1020220517083129000231683,4,0.7011923829335588,550
1020220517041936000231532,4,0.5177855771822336,595
1020220517015003000231479,4,0.722930574940368,544
1020220517073816000231619,4,0.35983816838743987,633
1020220517072727000231609,4,0.4784701907563517,604
1020220517095253000231776,4,0.5422784984191339,590
1020220517102819000231831,4,0.26829701879424034,657
1020220517105243000231865,4,0.7086161021138074,548
1020220517110919000231887,4,0.5493983036405744,588
1020220517111234000231890,4,0.506918273939579,598
1020220517114308000231934,4,0.5420512776849468,590
1020220517112540000231912,4,0.2037422406586087,678
1020220517125539000232036,4,0.3950076834268899,624
1020220517140137000232114,4,0.3745308830136109,629
1020220517145931000232211,4,0.5139402469854213,596
1020220517150555000232220,4,0.4815313823507254,604
1020220517144017000232179,4,0.7191986453598278,545
1020220517150511000232218,4,0.4366204060419579,614
1020220517144520000232187,4,0.5281100723035755,593
1020220517151804000232235,4,0.3622194171312678,632
1020220517154051000232272,4,0.5726230155388358,583
1020220517160819000232303,4,0.5707871919042845,583
1020220517161853000232314,4,0.6794941253513086,556
1020220517164613000232344,4,0.47986354001609977,604
1020220517182657000232442,4,0.6829963021533622,555
1020220517185622000232462,4,0.5297525520399488,593
1020220517190530000232470,4,0.40202453991888865,622
1020220517234125000232663,4,0.5033896764225607,599
1020220518012235000232708,4,0.6890431486330657,554
1020220517235417000232671,4,0.4620565806192516,608
1020220518082034000232845,4,0.3049587151786248,647
1020220518073236000232815,4,0.4882527801012475,602
1020220518061310000232774,4,0.46717073466037934,607
1020220518071505000232802,4,0.4669920245092167,607
1020220517235710000232674,4,0.3958811697354336,624
1020220518100601000232943,4,0.8276814306191715,509
1020220518101631000232962,4,0.6298431778214302,569
1020220518100929000232951,4,0.4601653983699617,609
1020220518111201000233032,4,0.6181154857901784,572
1020220518102334000232971,4,0.8431563355341612,502
1020220518114036000233069,4,0.42735295599479967,616
1020220518115110000233081,4,0.6124632239715928,573
1020220518114551000233074,4,0.5157072149334364,596
1020220518141956000233238,4,0.7105933098063719,548
1020220518133238000233191,4,0.4822670781254042,604
1020220518123417000233125,4,0.48016678012313885,604
1020220518141004000233231,4,0.30138557477044764,648
1020220518145443000233281,4,0.3836848549041254,627
1020220518153707000233331,4,0.17942347585659132,687
1020220518153243000233321,4,0.2900367391169904,651
1020220518165101000233376,4,0.6596369418963534,561
1020220518164755000233373,4,0.7901829355824912,523
1020220518175058000233412,4,0.3288761628376835,641
